#cups;fecha;hora;kwh
ES0031105511819013KF1L;13/07/2024;15;1.231
ES0031105511811032KD2N;13/07/2024;15;1.756
ES0022105511819019MK3F;13/07/2024;16;0.63
ES0031105511819012LM0G;13/07/2024;16;0.217
ES0031105511819013KF1L;13/07/2024;16;0.63
ES0031105511811032KD2N;13/07/2024;16;0.995
ES0022105511819019MK3F;13/07/2024;17;1.033
ES0031105511819012LM0G;13/07/2024;17;0.13
ES0031105511819013KF1L;13/07/2024;17;1.033
ES0031105511811032KD2N;13/07/2024;17;1.139
ES0022105511819019MK3F;13/07/2024;18;0.572
ES0031105511819012LM0G;13/07/2024;18;0.205
ES0031105511819013KF1L;13/07/2024;18;0.572
ES0031105511811032KD2N;13/07/2024;18;0.934
ES0022105511819019MK3F;13/07/2024;19;0.993
ES0031105511819012LM0G;13/07/2024;19;0.096
ES0031105511819013KF1L;13/07/2024;19;0.993
ES0031105511811032KD2N;13/07/2024;19;1.96
ES0022105511819019MK3F;13/07/2024;20;0.255
ES0031105511819012LM0G;13/07/2024;20;0.112
ES0031105511819013KF1L;13/07/2024;20;0.255
ES0031105511811032KD2N;13/07/2024;20;0.992
ES0022105511819019MK3F;13/07/2024;21;0.642
ES0031105511819012LM0G;13/07/2024;21;0.186
ES0031105511819013KF1L;13/07/2024;21;0.642
ES0031105511811032KD2N;13/07/2024;21;1.605
ES0022105511819019MK3F;13/07/2024;22;1.478
ES0031105511819012LM0G;13/07/2024;22;1.343
ES0031105511819013KF1L;13/07/2024;22;1.478
ES0031105511811032KD2N;13/07/2024;22;2.197
ES0022105511819019MK3F;13/07/2024;23;0.475
ES0031105511819012LM0G;13/07/2024;23;0.183
ES0031105511819013KF1L;13/07/2024;23;0.475
ES0031105511811032KD2N;13/07/2024;23;0.548
ES0022105511819019MK3F;13/07/2024;24;0.519
ES0031105511819012LM0G;13/07/2024;24;0.095
ES0031105511819013KF1L;13/07/2024;24;0.519
ES0031105511811032KD2N;13/07/2024;24;1.147
ES0022105511819019MK3F;14/07/2024;1;0.267
ES0031105511819012LM0G;14/07/2024;1;0.105
ES0031105511819013KF1L;14/07/2024;1;0.267
ES0031105511811032KD2N;14/07/2024;1;0.844
ES0022105511819019MK3F;14/07/2024;2;0.842
ES0031105511819012LM0G;14/07/2024;2;0.104
ES0031105511819013KF1L;14/07/2024;2;0.842
ES0031105511811032KD2N;14/07/2024;2;1.262
ES0022105511819019MK3F;14/07/2024;3;0.121
ES0031105511819012LM0G;14/07/2024;3;0.087
ES0031105511819013KF1L;14/07/2024;3;0.121
ES0031105511811032KD2N;14/07/2024;3;0.368
ES0022105511819019MK3F;14/07/2024;4;0.377
ES0031105511819012LM0G;14/07/2024;4;0.095
ES0031105511819013KF1L;14/07/2024;4;0.377
ES0031105511811032KD2N;14/07/2024;4;0.419
ES0022105511819019MK3F;14/07/2024;5;0.766
ES0031105511819012LM0G;14/07/2024;5;0.11
ES0031105511819013KF1L;14/07/2024;5;0.766
ES0031105511811032KD2N;14/07/2024;5;0.942
ES0022105511819019MK3F;14/07/2024;6;0.586
ES0031105511819012LM0G;14/07/2024;6;0.088
ES0031105511819013KF1L;14/07/2024;6;0.586
ES0031105511811032KD2N;14/07/2024;6;0.664
ES0022105511819019MK3F;14/07/2024;7;0.489
ES0031105511819012LM0G;14/07/2024;7;0.088
ES0031105511819013KF1L;14/07/2024;7;0.489
ES0031105511811032KD2N;14/07/2024;7;0.832
ES0022105511819019MK3F;14/07/2024;8;0.458
ES0031105511819012LM0G;14/07/2024;8;0.109
ES0031105511819013KF1L;14/07/2024;8;0.458
ES0031105511811032KD2N;14/07/2024;8;0.919
ES0022105511819019MK3F;14/07/2024;9;0.454
ES0031105511819012LM0G;14/07/2024;9;0.095
ES0031105511819013KF1L;14/07/2024;9;0.454
ES0031105511811032KD2N;14/07/2024;9;1.357
ES0022105511819019MK3F;14/07/2024;10;0.682
ES0031105511819012LM0G;14/07/2024;10;0.107
ES0031105511819013KF1L;14/07/2024;10;0.682
ES0031105511811032KD2N;14/07/2024;10;1.222
ES0022105511819019MK3F;14/07/2024;11;0.59
ES0031105511819012LM0G;14/07/2024;11;0.103
ES0031105511819013KF1L;14/07/2024;11;0.59
ES0031105511811032KD2N;14/07/2024;11;1.114
ES0022105511819019MK3F;14/07/2024;12;0.943
ES0031105511819012LM0G;14/07/2024;12;0.098
ES0031105511819013KF1L;14/07/2024;12;0.943
ES0031105511811032KD2N;14/07/2024;12;1.747
ES0022105511819019MK3F;14/07/2024;13;0.292
ES0031105511819012LM0G;14/07/2024;13;0.085
ES0031105511819013KF1L;14/07/2024;13;0.292
ES0031105511811032KD2N;14/07/2024;13;0.884
ES0022105511819019MK3F;14/07/2024;14;0.183
ES0031105511819012LM0G;14/07/2024;14;0.096
ES0031105511819013KF1L;14/07/2024;14;0.183
ES0031105511811032KD2N;14/07/2024;14;1.084
ES0022105511819019MK3F;14/07/2024;15;0.573
ES0031105511819012LM0G;14/07/2024;15;0.114
ES0031105511819013KF1L;14/07/2024;15;0.573
ES0031105511811032KD2N;14/07/2024;15;1.198
ES0022105511819019MK3F;14/07/2024;16;0.886
ES0031105511819012LM0G;14/07/2024;16;0.348
ES0031105511819013KF1L;14/07/2024;16;0.886
ES0031105511811032KD2N;14/07/2024;16;1.635
ES0022105511819019MK3F;14/07/2024;17;0.533
ES0031105511819012LM0G;14/07/2024;17;0.287
ES0031105511819013KF1L;14/07/2024;17;0.533
ES0031105511811032KD2N;14/07/2024;17;0.763
ES0022105511819019MK3F;14/07/2024;18;0.661
ES0031105511819012LM0G;14/07/2024;18;0.109
ES0031105511819013KF1L;14/07/2024;18;0.661
ES0031105511811032KD2N;14/07/2024;18;1.282
ES0022105511819019MK3F;14/07/2024;19;0.24
ES0031105511819012LM0G;14/07/2024;19;0.093
ES0031105511819013KF1L;14/07/2024;19;0.24
ES0031105511811032KD2N;14/07/2024;19;0.814
ES0022105511819019MK3F;14/07/2024;20;0.514
ES0031105511819012LM0G;14/07/2024;20;0.087
ES0031105511819013KF1L;14/07/2024;20;0.514
ES0031105511811032KD2N;14/07/2024;20;0.867
ES0022105511819019MK3F;14/07/2024;21;0.769
ES0031105511819012LM0G;14/07/2024;21;0.102
ES0031105511819013KF1L;14/07/2024;21;0.769
ES0031105511811032KD2N;14/07/2024;21;1.533
ES0022105511819019MK3F;14/07/2024;22;0.477
ES0031105511819012LM0G;14/07/2024;22;0.102
ES0031105511819013KF1L;14/07/2024;22;0.477
ES0031105511811032KD2N;14/07/2024;22;0.917
ES0022105511819019MK3F;14/07/2024;23;0.728
ES0031105511819012LM0G;14/07/2024;23;0.086
ES0031105511819013KF1L;14/07/2024;23;0.728
ES0031105511811032KD2N;14/07/2024;23;1.309
ES0022105511819019MK3F;14/07/2024;24;0.478
ES0031105511819012LM0G;14/07/2024;24;0.093
ES0031105511819013KF1L;14/07/2024;24;0.478
ES0031105511811032KD2N;14/07/2024;24;0.693
ES0022105511819019MK3F;15/07/2024;1;0.378
ES0031105511819012LM0G;15/07/2024;1;0.109
ES0031105511819013KF1L;15/07/2024;1;0.378
ES0031105511811032KD2N;15/07/2024;1;1.192
ES0022105511819019MK3F;15/07/2024;2;0.472
ES0031105511819012LM0G;15/07/2024;2;0.09
ES0031105511819013KF1L;15/07/2024;2;0.472
ES0031105511811032KD2N;15/07/2024;2;0.908
ES0022105511819019MK3F;15/07/2024;3;1.085
ES0031105511819012LM0G;15/07/2024;3;0.086
ES0031105511819013KF1L;15/07/2024;3;1.085
ES0031105511811032KD2N;15/07/2024;3;2.013
ES0022105511819019MK3F;15/07/2024;4;0.223
ES0031105511819012LM0G;15/07/2024;4;0.104
ES0031105511819013KF1L;15/07/2024;4;0.223
ES0031105511811032KD2N;15/07/2024;4;1.09
ES0022105511819019MK3F;15/07/2024;5;0.448
ES0031105511819012LM0G;15/07/2024;5;0.099
ES0031105511819013KF1L;15/07/2024;5;0.448
ES0031105511811032KD2N;15/07/2024;5;0.818
ES0022105511819019MK3F;15/07/2024;6;1.007
ES0031105511819012LM0G;15/07/2024;6;0.086
ES0031105511819013KF1L;15/07/2024;6;1.007
ES0031105511811032KD2N;15/07/2024;6;1.939
ES0022105511819019MK3F;15/07/2024;7;0.814
ES0031105511819012LM0G;15/07/2024;7;0.091
ES0031105511819013KF1L;15/07/2024;7;0.814
ES0031105511811032KD2N;15/07/2024;7;1.803
ES0022105511819019MK3F;15/07/2024;8;0.548
ES0031105511819012LM0G;15/07/2024;8;0.177
ES0031105511819013KF1L;15/07/2024;8;0.548
ES0031105511811032KD2N;15/07/2024;8;0.7
ES0022105511819019MK3F;15/07/2024;9;0.774
ES0031105511819012LM0G;15/07/2024;9;0.346
ES0031105511819013KF1L;15/07/2024;9;0.774
ES0031105511811032KD2N;15/07/2024;9;1.118
ES0022105511819019MK3F;15/07/2024;10;0.671
ES0031105511819012LM0G;15/07/2024;10;0.224
ES0031105511819013KF1L;15/07/2024;10;0.671
ES0031105511811032KD2N;15/07/2024;10;1.551
ES0022105511819019MK3F;15/07/2024;11;0.602
ES0031105511819012LM0G;15/07/2024;11;0.109
ES0031105511819013KF1L;15/07/2024;11;0.602
ES0031105511811032KD2N;15/07/2024;11;1.117
ES0022105511819019MK3F;15/07/2024;12;1.069
ES0031105511819012LM0G;15/07/2024;12;0.106
ES0031105511819013KF1L;15/07/2024;12;1.069
ES0031105511811032KD2N;15/07/2024;12;1.42
ES0022105511819019MK3F;15/07/2024;13;0.16
ES0031105511819012LM0G;15/07/2024;13;0.098
ES0031105511819013KF1L;15/07/2024;13;0.16
ES0031105511811032KD2N;15/07/2024;13;1.126
ES0022105511819019MK3F;15/07/2024;14;0.692
ES0031105511819012LM0G;15/07/2024;14;0.104
ES0031105511819013KF1L;15/07/2024;14;0.692
ES0031105511811032KD2N;15/07/2024;14;1.534
ES0022105511819019MK3F;15/07/2024;15;0.614
ES0031105511819012LM0G;15/07/2024;15;0.085
ES0031105511819013KF1L;15/07/2024;15;0.614
ES0031105511811032KD2N;15/07/2024;15;0.76
ES0022105511819019MK3F;15/07/2024;16;0.142
ES0031105511819012LM0G;15/07/2024;16;0.097
ES0031105511819013KF1L;15/07/2024;16;0.142
ES0031105511811032KD2N;15/07/2024;16;0.516
ES0022105511819019MK3F;15/07/2024;17;0.734
ES0031105511819012LM0G;15/07/2024;17;0.108
ES0031105511819013KF1L;15/07/2024;17;0.734
ES0031105511811032KD2N;15/07/2024;17;0.743
ES0022105511819019MK3F;15/07/2024;18;1.055
ES0031105511819012LM0G;15/07/2024;18;0.085
ES0031105511819013KF1L;15/07/2024;18;1.055
ES0031105511811032KD2N;15/07/2024;18;2.037
ES0022105511819019MK3F;15/07/2024;19;0.92
ES0031105511819012LM0G;15/07/2024;19;0.092
ES0031105511819013KF1L;15/07/2024;19;0.92
ES0031105511811032KD2N;15/07/2024;19;1.24
ES0022105511819019MK3F;15/07/2024;20;4.963
ES0031105511819012LM0G;15/07/2024;20;4.568
ES0031105511819013KF1L;15/07/2024;20;4.963
ES0031105511811032KD2N;15/07/2024;20;5.287
ES0022105511819019MK3F;15/07/2024;21;6.78
ES0031105511819012LM0G;15/07/2024;21;5.961
ES0031105511819013KF1L;15/07/2024;21;6.78
ES0031105511811032KD2N;15/07/2024;21;7.222
ES0022105511819019MK3F;15/07/2024;22;5.973
ES0031105511819012LM0G;15/07/2024;22;5.961
ES0031105511819013KF1L;15/07/2024;22;5.973
ES0031105511811032KD2N;15/07/2024;22;6.642
ES0022105511819019MK3F;15/07/2024;23;6.999
ES0031105511819012LM0G;15/07/2024;23;6.306
ES0031105511819013KF1L;15/07/2024;23;6.999
ES0031105511811032KD2N;15/07/2024;23;7.514
ES0022105511819019MK3F;15/07/2024;24;7.083
ES0031105511819012LM0G;15/07/2024;24;6.244
ES0031105511819013KF1L;15/07/2024;24;7.083
ES0031105511811032KD2N;15/07/2024;24;7.392
ES0022105511819019MK3F;16/07/2024;1;6.017
ES0031105511819012LM0G;16/07/2024;1;5.941
ES0031105511819013KF1L;16/07/2024;1;6.017
ES0031105511811032KD2N;16/07/2024;1;6.962
ES0022105511819019MK3F;16/07/2024;2;5.722
ES0031105511819012LM0G;16/07/2024;2;4.856
ES0031105511819013KF1L;16/07/2024;2;5.722
ES0031105511811032KD2N;16/07/2024;2;6.147
ES0022105511819019MK3F;16/07/2024;3;0.912
ES0031105511819012LM0G;16/07/2024;3;0.118
ES0031105511819013KF1L;16/07/2024;3;0.912
ES0031105511811032KD2N;16/07/2024;3;1.446
ES0022105511819019MK3F;16/07/2024;4;0.86
ES0031105511819012LM0G;16/07/2024;4;0.103
ES0031105511819013KF1L;16/07/2024;4;0.86
ES0031105511811032KD2N;16/07/2024;4;0.912
ES0022105511819019MK3F;16/07/2024;5;1.119
ES0031105511819012LM0G;16/07/2024;5;0.178
ES0031105511819013KF1L;16/07/2024;5;1.119
ES0031105511811032KD2N;16/07/2024;5;1.853
ES0022105511819019MK3F;16/07/2024;6;1.055
ES0031105511819012LM0G;16/07/2024;6;0.179
ES0031105511819013KF1L;16/07/2024;6;1.055
ES0031105511811032KD2N;16/07/2024;6;1.283
ES0022105511819019MK3F;16/07/2024;7;0.424
ES0031105511819012LM0G;16/07/2024;7;0.196
ES0031105511819013KF1L;16/07/2024;7;0.424
ES0031105511811032KD2N;16/07/2024;7;0.832
ES0022105511819019MK3F;16/07/2024;8;0.956
ES0031105511819012LM0G;16/07/2024;8;0.091
ES0031105511819013KF1L;16/07/2024;8;0.956
ES0031105511811032KD2N;16/07/2024;8;1.231
ES0022105511819019MK3F;16/07/2024;9;0.977
ES0031105511819012LM0G;16/07/2024;9;0.207
ES0031105511819013KF1L;16/07/2024;9;0.977
ES0031105511811032KD2N;16/07/2024;9;1.156
ES0022105511819019MK3F;16/07/2024;10;1.253
ES0031105511819012LM0G;16/07/2024;10;0.341
ES0031105511819013KF1L;16/07/2024;10;1.253
ES0031105511811032KD2N;16/07/2024;10;2.153
ES0022105511819019MK3F;16/07/2024;11;0.614
ES0031105511819012LM0G;16/07/2024;11;0.355
ES0031105511819013KF1L;16/07/2024;11;0.614
ES0031105511811032KD2N;16/07/2024;11;1.477
ES0022105511819019MK3F;16/07/2024;12;0.479
ES0031105511819012LM0G;16/07/2024;12;0.152
ES0031105511819013KF1L;16/07/2024;12;0.479
ES0031105511811032KD2N;16/07/2024;12;1.025
ES0022105511819019MK3F;16/07/2024;13;0.795
ES0031105511819012LM0G;16/07/2024;13;0.117
ES0031105511819013KF1L;16/07/2024;13;0.795
ES0031105511811032KD2N;16/07/2024;13;1.742
ES0022105511819019MK3F;16/07/2024;14;0.12
ES0031105511819012LM0G;16/07/2024;14;0.099
ES0031105511819013KF1L;16/07/2024;14;0.12
ES0031105511811032KD2N;16/07/2024;14;0.593
ES0022105511819019MK3F;16/07/2024;15;1.09
ES0031105511819012LM0G;16/07/2024;15;0.122
ES0031105511819013KF1L;16/07/2024;15;1.09
ES0031105511811032KD2N;16/07/2024;15;1.914
ES0022105511819019MK3F;16/07/2024;16;0.512
ES0031105511819012LM0G;16/07/2024;16;0.107
ES0031105511819013KF1L;16/07/2024;16;0.512
ES0031105511811032KD2N;16/07/2024;16;1.158
ES0022105511819019MK3F;16/07/2024;17;0.733
ES0031105511819012LM0G;16/07/2024;17;0.099
ES0031105511819013KF1L;16/07/2024;17;0.733
ES0031105511811032KD2N;16/07/2024;17;0.866
ES0022105511819019MK3F;16/07/2024;18;0.756
ES0031105511819012LM0G;16/07/2024;18;0.089
ES0031105511819013KF1L;16/07/2024;18;0.756
ES0031105511811032KD2N;16/07/2024;18;1.052
ES0022105511819019MK3F;16/07/2024;19;0.364
ES0031105511819012LM0G;16/07/2024;19;0.098
ES0031105511819013KF1L;16/07/2024;19;0.364
ES0031105511811032KD2N;16/07/2024;19;0.788
ES0022105511819019MK3F;16/07/2024;20;0.376
ES0031105511819012LM0G;16/07/2024;20;0.109
ES0031105511819013KF1L;16/07/2024;20;0.376
ES0031105511811032KD2N;16/07/2024;20;0.408
ES0022105511819019MK3F;16/07/2024;21;0.291
ES0031105511819012LM0G;16/07/2024;21;0.088
ES0031105511819013KF1L;16/07/2024;21;0.291
ES0031105511811032KD2N;16/07/2024;21;0.854
ES0022105511819019MK3F;16/07/2024;22;0.888
ES0031105511819012LM0G;16/07/2024;22;0.089
ES0031105511819013KF1L;16/07/2024;22;0.888
ES0031105511811032KD2N;16/07/2024;22;1.5
ES0022105511819019MK3F;16/07/2024;23;0.127
ES0031105511819012LM0G;16/07/2024;23;0.111
ES0031105511819013KF1L;16/07/2024;23;0.127
ES0031105511811032KD2N;16/07/2024;23;0.81
ES0022105511819019MK3F;16/07/2024;24;0.328
ES0031105511819012LM0G;16/07/2024;24;0.093
ES0031105511819013KF1L;16/07/2024;24;0.328
ES0031105511811032KD2N;16/07/2024;24;1.056
ES0022105511819019MK3F;17/07/2024;1;0.226
ES0031105511819012LM0G;17/07/2024;1;0.088
ES0031105511819013KF1L;17/07/2024;1;0.226
ES0031105511811032KD2N;17/07/2024;1;0.558
ES0022105511819019MK3F;17/07/2024;2;0.555
ES0031105511819012LM0G;17/07/2024;2;0.102
ES0031105511819013KF1L;17/07/2024;2;0.555
ES0031105511811032KD2N;17/07/2024;2;1.534
ES0022105511819019MK3F;17/07/2024;3;0.195
ES0031105511819012LM0G;17/07/2024;3;0.103
ES0031105511819013KF1L;17/07/2024;3;0.195
ES0031105511811032KD2N;17/07/2024;3;0.939
ES0022105511819019MK3F;17/07/2024;4;0.457
ES0031105511819012LM0G;17/07/2024;4;0.087
ES0031105511819013KF1L;17/07/2024;4;0.457
ES0031105511811032KD2N;17/07/2024;4;1.45
ES0022105511819019MK3F;17/07/2024;5;0.622
ES0031105511819012LM0G;17/07/2024;5;0.094
ES0031105511819013KF1L;17/07/2024;5;0.622
ES0031105511811032KD2N;17/07/2024;5;0.885
ES0022105511819019MK3F;17/07/2024;6;1.005
ES0031105511819012LM0G;17/07/2024;6;0.108
ES0031105511819013KF1L;17/07/2024;6;1.005
ES0031105511811032KD2N;17/07/2024;6;1.481
ES0022105511819019MK3F;17/07/2024;7;0.641
ES0031105511819012LM0G;17/07/2024;7;0.088
ES0031105511819013KF1L;17/07/2024;7;0.641
ES0031105511811032KD2N;17/07/2024;7;1.211
ES0022105511819019MK3F;17/07/2024;8;0.641
ES0031105511819012LM0G;17/07/2024;8;0.087
ES0031105511819013KF1L;17/07/2024;8;0.641
ES0031105511811032KD2N;17/07/2024;8;1.016
ES0022105511819019MK3F;17/07/2024;9;0.955
ES0031105511819012LM0G;17/07/2024;9;0.105
ES0031105511819013KF1L;17/07/2024;9;0.955
ES0031105511811032KD2N;17/07/2024;9;1.226
ES0022105511819019MK3F;17/07/2024;10;0.175
ES0031105511819012LM0G;17/07/2024;10;0.097
ES0031105511819013KF1L;17/07/2024;10;0.175
ES0031105511811032KD2N;17/07/2024;10;0.323
ES0022105511819019MK3F;17/07/2024;11;0.45
ES0031105511819012LM0G;17/07/2024;11;0.086
ES0031105511819013KF1L;17/07/2024;11;0.45
ES0031105511811032KD2N;17/07/2024;11;1.065
ES0022105511819019MK3F;17/07/2024;12;0.435
ES0031105511819012LM0G;17/07/2024;12;0.105
ES0031105511819013KF1L;17/07/2024;12;0.435
ES0031105511811032KD2N;17/07/2024;12;1.274
ES0022105511819019MK3F;17/07/2024;13;0.292
ES0031105511819012LM0G;17/07/2024;13;0.098
ES0031105511819013KF1L;17/07/2024;13;0.292
ES0031105511811032KD2N;17/07/2024;13;0.666
ES0022105511819019MK3F;17/07/2024;14;0.857
ES0031105511819012LM0G;17/07/2024;14;0.086
ES0031105511819013KF1L;17/07/2024;14;0.857
ES0031105511811032KD2N;17/07/2024;14;1.019
ES0022105511819019MK3F;17/07/2024;15;0.952
ES0031105511819012LM0G;17/07/2024;15;0.099
ES0031105511819013KF1L;17/07/2024;15;0.952
ES0031105511811032KD2N;17/07/2024;15;1.091
ES0022105511819019MK3F;17/07/2024;16;0.282
ES0031105511819012LM0G;17/07/2024;16;0.107
ES0031105511819013KF1L;17/07/2024;16;0.282
ES0031105511811032KD2N;17/07/2024;16;0.868
ES0022105511819019MK3F;17/07/2024;17;2.955
ES0031105511819012LM0G;17/07/2024;17;2.346
ES0031105511819013KF1L;17/07/2024;17;2.955
ES0031105511811032KD2N;17/07/2024;17;3.934
ES0022105511819019MK3F;17/07/2024;18;0.212
ES0031105511819012LM0G;17/07/2024;18;0.102
ES0031105511819013KF1L;17/07/2024;18;0.212
ES0031105511811032KD2N;17/07/2024;18;1.202
ES0022105511819019MK3F;17/07/2024;19;0.548
ES0031105511819012LM0G;17/07/2024;19;0.108
ES0031105511819013KF1L;17/07/2024;19;0.548
ES0031105511811032KD2N;17/07/2024;19;1.389
ES0022105511819019MK3F;17/07/2024;20;0.942
ES0031105511819012LM0G;17/07/2024;20;0.094
ES0031105511819013KF1L;17/07/2024;20;0.942
ES0031105511811032KD2N;17/07/2024;20;1.759
ES0022105511819019MK3F;17/07/2024;21;0.97
ES0031105511819012LM0G;17/07/2024;21;0.088
ES0031105511819013KF1L;17/07/2024;21;0.97
ES0031105511811032KD2N;17/07/2024;21;1.5
ES0022105511819019MK3F;17/07/2024;22;3.691
ES0031105511819012LM0G;17/07/2024;22;3.504
ES0031105511819013KF1L;17/07/2024;22;3.691
ES0031105511811032KD2N;17/07/2024;22;4.138
ES0022105511819019MK3F;17/07/2024;23;6.583
ES0031105511819012LM0G;17/07/2024;23;6.082
ES0031105511819013KF1L;17/07/2024;23;6.583
ES0031105511811032KD2N;17/07/2024;23;7.477
ES0022105511819019MK3F;17/07/2024;24;6.777
ES0031105511819012LM0G;17/07/2024;24;6.195
ES0031105511819013KF1L;17/07/2024;24;6.777
ES0031105511811032KD2N;17/07/2024;24;7.23
ES0022105511819019MK3F;18/07/2024;1;7.168
ES0031105511819012LM0G;18/07/2024;1;6.169
ES0031105511819013KF1L;18/07/2024;1;7.168
ES0031105511811032KD2N;18/07/2024;1;7.457
ES0022105511819019MK3F;18/07/2024;2;5.989
ES0031105511819012LM0G;18/07/2024;2;5.926
ES0031105511819013KF1L;18/07/2024;2;5.989
ES0031105511811032KD2N;18/07/2024;2;6.653
ES0022105511819019MK3F;18/07/2024;3;6.183
ES0031105511819012LM0G;18/07/2024;3;5.835
ES0031105511819013KF1L;18/07/2024;3;6.183
ES0031105511811032KD2N;18/07/2024;3;7.105
ES0022105511819019MK3F;18/07/2024;4;6.032
ES0031105511819012LM0G;18/07/2024;4;5.859
ES0031105511819013KF1L;18/07/2024;4;6.032
ES0031105511811032KD2N;18/07/2024;4;6.818
ES0022105511819019MK3F;18/07/2024;5;0.802
ES0031105511819012LM0G;18/07/2024;5;0.386
ES0031105511819013KF1L;18/07/2024;5;0.802
ES0031105511811032KD2N;18/07/2024;5;1.201
ES0022105511819019MK3F;18/07/2024;6;0.202
ES0031105511819012LM0G;18/07/2024;6;0.174
ES0031105511819013KF1L;18/07/2024;6;0.202
ES0031105511811032KD2N;18/07/2024;6;1.183
ES0022105511819019MK3F;18/07/2024;7;0.788
ES0031105511819012LM0G;18/07/2024;7;0.105
ES0031105511819013KF1L;18/07/2024;7;0.788
ES0031105511811032KD2N;18/07/2024;7;0.796
ES0022105511819019MK3F;18/07/2024;8;0.349
ES0031105511819012LM0G;18/07/2024;8;0.165
ES0031105511819013KF1L;18/07/2024;8;0.349
ES0031105511811032KD2N;18/07/2024;8;0.958
ES0022105511819019MK3F;18/07/2024;9;0.738
ES0031105511819012LM0G;18/07/2024;9;0.098
ES0031105511819013KF1L;18/07/2024;9;0.738
ES0031105511811032KD2N;18/07/2024;9;1.073
ES0022105511819019MK3F;18/07/2024;10;1.503
ES0031105511819012LM0G;18/07/2024;10;1.115
ES0031105511819013KF1L;18/07/2024;10;1.503
ES0031105511811032KD2N;18/07/2024;10;1.791
ES0022105511819019MK3F;18/07/2024;11;0.622
ES0031105511819012LM0G;18/07/2024;11;0.369
ES0031105511819013KF1L;18/07/2024;11;0.622
ES0031105511811032KD2N;18/07/2024;11;1.102
ES0022105511819019MK3F;18/07/2024;12;1.334
ES0031105511819012LM0G;18/07/2024;12;0.393
ES0031105511819013KF1L;18/07/2024;12;1.334
ES0031105511811032KD2N;18/07/2024;12;1.737
ES0022105511819019MK3F;18/07/2024;13;0.935
ES0031105511819012LM0G;18/07/2024;13;0.118
ES0031105511819013KF1L;18/07/2024;13;0.935
ES0031105511811032KD2N;18/07/2024;13;1.066
ES0022105511819019MK3F;18/07/2024;14;0.211
ES0031105511819012LM0G;18/07/2024;14;0.102
ES0031105511819013KF1L;18/07/2024;14;0.211
ES0031105511811032KD2N;18/07/2024;14;0.978
ES0022105511819019MK3F;18/07/2024;15;1.098
ES0031105511819012LM0G;18/07/2024;15;0.099
ES0031105511819013KF1L;18/07/2024;15;1.098
ES0031105511811032KD2N;18/07/2024;15;1.536
ES0022105511819019MK3F;18/07/2024;16;0.347
ES0031105511819012LM0G;18/07/2024;16;0.087
ES0031105511819013KF1L;18/07/2024;16;0.347
ES0031105511811032KD2N;18/07/2024;16;1.236
ES0022105511819019MK3F;18/07/2024;17;0.341
ES0031105511819012LM0G;18/07/2024;17;0.11
ES0031105511819013KF1L;18/07/2024;17;0.341
ES0031105511811032KD2N;18/07/2024;17;0.368
ES0022105511819019MK3F;18/07/2024;18;0.728
ES0031105511819012LM0G;18/07/2024;18;0.084
ES0031105511819013KF1L;18/07/2024;18;0.728
ES0031105511811032KD2N;18/07/2024;18;0.949
ES0022105511819019MK3F;18/07/2024;19;0.943
ES0031105511819012LM0G;18/07/2024;19;0.086
ES0031105511819013KF1L;18/07/2024;19;0.943
ES0031105511811032KD2N;18/07/2024;19;1.827
ES0022105511819019MK3F;18/07/2024;20;1.001
ES0031105511819012LM0G;18/07/2024;20;0.104
ES0031105511819013KF1L;18/07/2024;20;1.001
ES0031105511811032KD2N;18/07/2024;20;1.327
ES0022105511819019MK3F;18/07/2024;21;0.335
ES0031105511819012LM0G;18/07/2024;21;0.083
ES0031105511819013KF1L;18/07/2024;21;0.335
ES0031105511811032KD2N;18/07/2024;21;1.091
ES0022105511819019MK3F;18/07/2024;22;1.08
ES0031105511819012LM0G;18/07/2024;22;0.082
ES0031105511819013KF1L;18/07/2024;22;1.08
ES0031105511811032KD2N;18/07/2024;22;1.174
ES0022105511819019MK3F;18/07/2024;23;0.097
ES0031105511819012LM0G;18/07/2024;23;0.096
ES0031105511819013KF1L;18/07/2024;23;0.097
ES0031105511811032KD2N;18/07/2024;23;0.169
ES0022105511819019MK3F;18/07/2024;24;0.113
ES0031105511819012LM0G;18/07/2024;24;0.096
ES0031105511819013KF1L;18/07/2024;24;0.113
ES0031105511811032KD2N;18/07/2024;24;0.418
ES0022105511819019MK3F;19/07/2024;1;0.324
ES0031105511819012LM0G;19/07/2024;1;0.08
ES0031105511819013KF1L;19/07/2024;1;0.324
ES0031105511811032KD2N;19/07/2024;1;1.086
ES0022105511819019MK3F;19/07/2024;2;0.408
ES0031105511819012LM0G;19/07/2024;2;0.086
ES0031105511819013KF1L;19/07/2024;2;0.408
ES0031105511811032KD2N;19/07/2024;2;0.894
ES0022105511819019MK3F;19/07/2024;3;0.388
ES0031105511819012LM0G;19/07/2024;3;0.102
ES0031105511819013KF1L;19/07/2024;3;0.388
ES0031105511811032KD2N;19/07/2024;3;0.401
ES0022105511819019MK3F;19/07/2024;4;0.961
ES0031105511819012LM0G;19/07/2024;4;0.086
ES0031105511819013KF1L;19/07/2024;4;0.961
ES0031105511811032KD2N;19/07/2024;4;1.409
ES0022105511819019MK3F;19/07/2024;5;0.478
ES0031105511819012LM0G;19/07/2024;5;0.08
ES0031105511819013KF1L;19/07/2024;5;0.478
